Câmpus;Curso;Cotas;Forma de ingresso;Numero de pessoas;
Cubatão;Ed. Superior - Cursos Semestrais - 2023 - Primeiro Semestre;O;Matrícula Direta;1;
Cubatão;Ed. Superior - Cursos Semestrais - 2023 - Primeiro Semestre;N;Processo Seletivo Simplificado - Ampla Concorrência;75;
Cubatão;Ed. Superior - Cursos Semestrais - 2023 - Primeiro Semestre;S;Processo Seletivo Simplificado - Escola Pública/Deficiência (L6);2;
Cubatão;Ed. Superior - Cursos Semestrais - 2023 - Primeiro Semestre;O;Reingresso;1;
Cubatão;Ed. Superior - Cursos Semestrais - 2023 - Primeiro Semestre;O;Reopção;1;
Cubatão;Ed. Superior - Cursos Semestrais - 2023 - Primeiro Semestre;N;Seleção Geral Graduação (SiSU);57;
Cubatão;Ed. Superior - Cursos Semestrais - 2023 - Primeiro Semestre;S;SiSU L1 (SGC L1) - Candidatos com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012);83;
Cubatão;Ed. Superior - Cursos Semestrais - 2023 - Primeiro Semestre;S;SiSU L10 (SGC L7) - Candidatos com deficiência autodeclarados pretos, pardos ou indígenas, COM renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo, que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012);3;
Cubatão;Ed. Superior - Cursos Semestrais - 2023 - Primeiro Semestre;S;SiSU L13 (SGC L6) - Candidatos com deficiência que, independente da renda(art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012);3;
Cubatão;Ed. Superior - Cursos Semestrais - 2023 - Primeiro Semestre;S;SiSU L14 (SGC L8) - Candidatos com deficiência autodeclarados pretos, pardos ou indígenas que, independente da renda (art 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012);2;
Cubatão;Ed. Superior - Cursos Semestrais - 2023 - Primeiro Semestre;S;SiSU L2 (SGC L2) - Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capitaigualou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012);54;
Cubatão;Ed. Superior - Cursos Semestrais - 2023 - Primeiro Semestre;S;SiSU L5 (SGC L3) - Candidatos que, independente de renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).;73;
Cubatão;Ed. Superior - Cursos Semestrais - 2023 - Primeiro Semestre;S;SiSU L6 (SGC L4) - Candidatos autodeclarados pretos, pardos ou indígenas que, independente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº12.711/2012);49;
Cubatão;Ed. Superior - Cursos Semestrais - 2023 - Primeiro Semestre;S;SiSU L9 (SGC L5) - Candidatos com deficiência que tenham renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012);3;
Cubatão;Ed. Superior - Cursos Semestrais - 2023 - Primeiro Semestre;O;Transferência de Curso (Interno - mesmo campus);32;
Cubatão;Ed. Superior - Cursos Semestrais - 2023 - Primeiro Semestre;O;Transferência Facultativa;11;
Cubatão;Ed. Superior - Cursos Semestrais - 2023 - Primeiro Semestre;O;Transferência Intercampi;6;
Cubatão;Cursos Anuais - 2023;N;Ampla Concorrência (Geral);238;
Cubatão;Cursos Anuais - 2023;N;Ampla Concorrência (Vestibular);46;
Cubatão;Cursos Anuais - 2023;S;Escola Pública;62;
Cubatão;Cursos Anuais - 2023;S;Escola Pública + PCD;2;
Cubatão;Cursos Anuais - 2023;S;Escola Pública + PPI;44;
Cubatão;Cursos Anuais - 2023;S;Escola Pública + Renda;60;
Cubatão;Cursos Anuais - 2023;S;Escola Pública + Renda + PCD;7;
Cubatão;Cursos Anuais - 2023;S;Escola Pública + Renda + PPI;43;
Cubatão;Cursos Anuais - 2023;S;Escola Pública + Renda + PPI + PCD;4;
Cubatão;Cursos Anuais - 2023;N;Processo Seletivo Simplificado - Ampla Concorrência;6;
Cubatão;Cursos Anuais - 2023;S;Processo Seletivo Simplificado - Escola Pública (L3);1;
Cubatão;Cursos Anuais - 2023;S;Processo Seletivo Simplificado - Escola Pública/Etnia (L4);2;
Cubatão;Cursos Anuais - 2023;S;Processo Seletivo Simplificado - Escola Pública/Renda (L1);2;
Cubatão;Cursos Anuais - 2023;S;Processo Seletivo Simplificado - Escola Pública/Renda/Deficiência (L5);2;
Cubatão;Cursos Anuais - 2023;S;Processo Seletivo Simplificado - Escola Pública/Renda/Etnia (L2);1;
Cubatão;Cursos Anuais - 2023;O;Transferência Compulsória;1;
Cubatão;Cursos Anuais - 2023;O;Transferência de Curso (Interno - mesmo campus);2;
Cubatão;Cursos Anuais - 2023;O;Transferência Intercampi;3;
Cubatão;Cursos Semestrais 2022 - Segundo Semestre;N;Ampla Concorrência (Geral);64;
Cubatão;Cursos Semestrais 2022 - Segundo Semestre;N;Ampla Concorrência (Vestibular);17;
Cubatão;Cursos Semestrais 2022 - Segundo Semestre;S;Escola Pública;19;
Cubatão;Cursos Semestrais 2022 - Segundo Semestre;S;Escola Pública + PPI;11;
Cubatão;Cursos Semestrais 2022 - Segundo Semestre;S;Escola Pública + Renda;14;
Cubatão;Cursos Semestrais 2022 - Segundo Semestre;S;Escola Pública + Renda + PCD;1;
Cubatão;Cursos Semestrais 2022 - Segundo Semestre;S;Escola Pública + Renda + PPI;11;
Cubatão;Cursos Semestrais 2022 - Segundo Semestre;N;Processo Seletivo Simplificado - Ampla Concorrência;20;
Cubatão;Cursos Semestrais 2022 - Segundo Semestre;O;Transferência Compulsória;2;
Cubatão;Cursos Semestrais 2023 - Segundo Semestre;N;Ampla Concorrência (Geral);76;
Cubatão;Cursos Semestrais 2023 - Segundo Semestre;N;Ampla Concorrência (Vestibular);2;
Cubatão;Cursos Semestrais 2023 - Segundo Semestre;S;Escola Pública;16;
Cubatão;Cursos Semestrais 2023 - Segundo Semestre;S;Escola Pública + PPI;9;
Cubatão;Cursos Semestrais 2023 - Segundo Semestre;S;Escola Pública + PPI + PCD;1;
Cubatão;Cursos Semestrais 2023 - Segundo Semestre;S;Escola Pública + Renda;16;
Cubatão;Cursos Semestrais 2023 - Segundo Semestre;S;Escola Pública + Renda + PPI;9;
Cubatão;Cursos Semestrais 2023 - Segundo Semestre;N;Processo Seletivo Simplificado - Ampla Concorrência;25;
Cubatão;Cursos Semestrais 2023 - Segundo Semestre;O;Transferência Compulsória;1;
Cubatão;Ed. Superior - Cursos Semestrais - 2022 - Segundo Semestre;N;Ampla Concorrência (Geral);84;
Cubatão;Ed. Superior - Cursos Semestrais - 2022 - Segundo Semestre;N;Ampla Concorrência (Vestibular);12;
Cubatão;Ed. Superior - Cursos Semestrais - 2022 - Segundo Semestre;N;Ampla Concorrência SISU;199;
Cubatão;Ed. Superior - Cursos Semestrais - 2022 - Segundo Semestre;S;Escola Pública;20;
Cubatão;Ed. Superior - Cursos Semestrais - 2022 - Segundo Semestre;S;Escola Pública + PPI;14;
Cubatão;Ed. Superior - Cursos Semestrais - 2022 - Segundo Semestre;S;Escola Pública + Renda;23;
Cubatão;Ed. Superior - Cursos Semestrais - 2022 - Segundo Semestre;S;Escola Pública + Renda + PPI;15;
Cubatão;Ed. Superior - Cursos Semestrais - 2022 - Segundo Semestre;O;Ingresso de portador de diploma de graduação;16;
Cubatão;Ed. Superior - Cursos Semestrais - 2022 - Segundo Semestre;O;Matrícula Direta;1;
Cubatão;Ed. Superior - Cursos Semestrais - 2022 - Segundo Semestre;N;Processo Seletivo Simplificado - Ampla Concorrência;52;
Cubatão;Ed. Superior - Cursos Semestrais - 2022 - Segundo Semestre;O;Reingresso;2;
Cubatão;Ed. Superior - Cursos Semestrais - 2022 - Segundo Semestre;O;Reopção;1;
Cubatão;Ed. Superior - Cursos Semestrais - 2022 - Segundo Semestre;N;Seleção Geral Graduação (SiSU);71;
Cubatão;Ed. Superior - Cursos Semestrais - 2022 - Segundo Semestre;S;SiSU L1 (SGC L1) - Candidatos com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012);65;
Cubatão;Ed. Superior - Cursos Semestrais - 2022 - Segundo Semestre;S;SiSU L10 (SGC L7) - Candidatos com deficiência autodeclarados pretos, pardos ou indígenas, COM renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo, que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012);3;
Cubatão;Ed. Superior - Cursos Semestrais - 2022 - Segundo Semestre;S;SiSU L13 (SGC L6) - Candidatos com deficiência que, independente da renda(art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012);4;
Cubatão;Ed. Superior - Cursos Semestrais - 2022 - Segundo Semestre;S;SiSU L14 (SGC L8) - Candidatos com deficiência autodeclarados pretos, pardos ou indígenas que, independente da renda (art 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012);3;
Cubatão;Ed. Superior - Cursos Semestrais - 2022 - Segundo Semestre;S;SiSU L2 (SGC L2) - Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capitaigualou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012);37;
Cubatão;Ed. Superior - Cursos Semestrais - 2022 - Segundo Semestre;S;SiSU L5 (SGC L3) - Candidatos que, independente de renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).;55;
Cubatão;Ed. Superior - Cursos Semestrais - 2022 - Segundo Semestre;S;SiSU L6 (SGC L4) - Candidatos autodeclarados pretos, pardos ou indígenas que, independente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº12.711/2012);41;
Cubatão;Ed. Superior - Cursos Semestrais - 2022 - Segundo Semestre;S;SiSU L9 (SGC L5) - Candidatos com deficiência que tenham renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012);3;
Cubatão;Ed. Superior - Cursos Semestrais - 2022 - Segundo Semestre;O;Transferência Compulsória;1;
Cubatão;Ed. Superior - Cursos Semestrais - 2022 - Segundo Semestre;O;Transferência de Curso (Interno - mesmo campus);37;
Cubatão;Ed. Superior - Cursos Semestrais - 2022 - Segundo Semestre;O;Transferência Facultativa;14;
Cubatão;Ed. Superior - Cursos Semestrais - 2022 - Segundo Semestre;O;Transferência Intercampi;7;
Cubatão;Ed. Superior - Cursos Semestrais - 2023 - Segundo Semestre;N;Ampla Concorrência (Geral);61;
Cubatão;Ed. Superior - Cursos Semestrais - 2023 - Segundo Semestre;N;Ampla Concorrência (Vestibular);7;
Cubatão;Ed. Superior - Cursos Semestrais - 2023 - Segundo Semestre;N;Ampla Concorrência SISU;217;
Cubatão;Ed. Superior - Cursos Semestrais - 2023 - Segundo Semestre;S;Escola Pública;14;
Cubatão;Ed. Superior - Cursos Semestrais - 2023 - Segundo Semestre;S;Escola Pública + PPI;11;
Cubatão;Ed. Superior - Cursos Semestrais - 2023 - Segundo Semestre;S;Escola Pública + Renda;18;
Cubatão;Ed. Superior - Cursos Semestrais - 2023 - Segundo Semestre;S;Escola Pública + Renda + PPI;12;
Cubatão;Ed. Superior - Cursos Semestrais - 2023 - Segundo Semestre;O;Ingresso de portador de diploma de graduação;13;
Cubatão;Ed. Superior - Cursos Semestrais - 2023 - Segundo Semestre;O;Matrícula Direta;1;
Cubatão;Ed. Superior - Cursos Semestrais - 2023 - Segundo Semestre;N;Processo Seletivo Simplificado - Ampla Concorrência;65;
Cubatão;Ed. Superior - Cursos Semestrais - 2023 - Segundo Semestre;S;Processo Seletivo Simplificado - Escola Pública/Deficiência (L6);2;
Cubatão;Ed. Superior - Cursos Semestrais - 2023 - Segundo Semestre;O;Reingresso;1;
Cubatão;Ed. Superior - Cursos Semestrais - 2023 - Segundo Semestre;O;Reopção;1;
Cubatão;Ed. Superior - Cursos Semestrais - 2023 - Segundo Semestre;N;Seleção Geral Graduação (SiSU);36;
Cubatão;Ed. Superior - Cursos Semestrais - 2023 - Segundo Semestre;S;SiSU L1 (SGC L1) - Candidatos com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012);70;
Cubatão;Ed. Superior - Cursos Semestrais - 2023 - Segundo Semestre;S;SiSU L10 (SGC L7) - Candidatos com deficiência autodeclarados pretos, pardos ou indígenas, COM renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo, que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012);2;
Cubatão;Ed. Superior - Cursos Semestrais - 2023 - Segundo Semestre;S;SiSU L13 (SGC L6) - Candidatos com deficiência que, independente da renda(art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012);3;
Cubatão;Ed. Superior - Cursos Semestrais - 2023 - Segundo Semestre;S;SiSU L14 (SGC L8) - Candidatos com deficiência autodeclarados pretos, pardos ou indígenas que, independente da renda (art 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012);2;
Cubatão;Ed. Superior - Cursos Semestrais - 2023 - Segundo Semestre;S;SiSU L2 (SGC L2) - Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capitaigualou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012);50;
Cubatão;Ed. Superior - Cursos Semestrais - 2023 - Segundo Semestre;S;SiSU L5 (SGC L3) - Candidatos que, independente de renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).;67;
Cubatão;Ed. Superior - Cursos Semestrais - 2023 - Segundo Semestre;S;SiSU L6 (SGC L4) - Candidatos autodeclarados pretos, pardos ou indígenas que, independente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº12.711/2012);36;
Cubatão;Ed. Superior - Cursos Semestrais - 2023 - Segundo Semestre;S;SiSU L9 (SGC L5) - Candidatos com deficiência que tenham renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012);3;
Cubatão;Ed. Superior - Cursos Semestrais - 2023 - Segundo Semestre;O;Transferência de Curso (Interno - mesmo campus);26;
Cubatão;Ed. Superior - Cursos Semestrais - 2023 - Segundo Semestre;O;Transferência Facultativa;10;
Cubatão;Ed. Superior - Cursos Semestrais - 2023 - Segundo Semestre;O;Transferência Intercampi;5;
Ilha Solteira;Cursos Anuais - 2022;N;Ampla Concorrência (Geral);108;
Ilha Solteira;Cursos Anuais - 2022;N;Ampla Concorrência (Vestibular);6;
Ilha Solteira;Cursos Anuais - 2022;S;Escola Pública;23;
Ilha Solteira;Cursos Anuais - 2022;S;Escola Pública + PPI;14;
Ilha Solteira;Cursos Anuais - 2022;S;Escola Pública + Renda;25;
Ilha Solteira;Cursos Anuais - 2022;S;Escola Pública + Renda + PPI;14;
Ilha Solteira;Cursos Anuais - 2022;N;Processo Seletivo Simplificado - Ampla Concorrência;4;
Ilha Solteira;Cursos Semestrais 2022 - Primeiro Semestre;N;Ampla Concorrência (Geral);22;
Ilha Solteira;Cursos Semestrais 2022 - Primeiro Semestre;N;Ampla Concorrência (Vestibular);4;
Ilha Solteira;Cursos Semestrais 2023 - Primeiro Semestre;N;Ampla Concorrência (Geral);10;
Ilha Solteira;Cursos Semestrais 2023 - Primeiro Semestre;N;Ampla Concorrência (Vestibular);4;
Ilha Solteira;Cursos Anuais - 2023;N;Ampla Concorrência (Geral);109;
Ilha Solteira;Cursos Anuais - 2023;N;Ampla Concorrência (Vestibular);2;
Ilha Solteira;Cursos Anuais - 2023;S;Escola Pública;27;
Ilha Solteira;Cursos Anuais - 2023;S;Escola Pública + PPI;14;
Ilha Solteira;Cursos Anuais - 2023;S;Escola Pública + Renda;25;
Ilha Solteira;Cursos Anuais - 2023;S;Escola Pública + Renda + PPI;13;
Ilha Solteira;Cursos Anuais - 2023;N;Processo Seletivo Simplificado - Ampla Concorrência;7;
Ilha Solteira;Cursos Semestrais 2022 - Segundo Semestre;N;Ampla Concorrência (Geral);12;
Ilha Solteira;Cursos Semestrais 2022 - Segundo Semestre;N;Ampla Concorrência (Vestibular);4;
Ilha Solteira;Cursos Semestrais 2023 - Segundo Semestre;N;Ampla Concorrência (Geral);8;
Ilha Solteira;Cursos Semestrais 2023 - Segundo Semestre;N;Ampla Concorrência (Vestibular);2;
Matão;Cursos Anuais - 2022;N;Ampla Concorrência (Geral);190;
Matão;Cursos Anuais - 2022;N;Ampla Concorrência (Vestibular);40;
Matão;Cursos Anuais - 2022;S;Escola Pública;53;
Matão;Cursos Anuais - 2022;S;Escola Pública + PCD;1;
Matão;Cursos Anuais - 2022;S;Escola Pública + PPI;34;
Matão;Cursos Anuais - 2022;S;Escola Pública + Renda;53;
Matão;Cursos Anuais - 2022;S;Escola Pública + Renda + PCD;1;
Matão;Cursos Anuais - 2022;S;Escola Pública + Renda + PPI;25;
Matão;Cursos Anuais - 2022;S;Escola Pública + Renda + PPI + PCD;2;
Matão;Cursos Anuais - 2022;N;Processo Seletivo Simplificado - Ampla Concorrência;70;
Matão;Cursos Anuais - 2022;S;Processo Seletivo Simplificado - Escola Pública (L3);4;
Matão;Cursos Anuais - 2022;S;Processo Seletivo Simplificado - Escola Pública/Renda (L1);2;
Matão;Cursos Anuais - 2022;S;Processo Seletivo Simplificado - Escola Pública/Renda/Etnia (L2);1;
Matão;Ed. Superior - Cursos Semestrais - 2022 - Primeiro Semestre;N;Ampla Concorrência (Geral);40;
Matão;Ed. Superior - Cursos Semestrais - 2022 - Primeiro Semestre;N;Ampla Concorrência (Vestibular);2;
Matão;Ed. Superior - Cursos Semestrais - 2022 - Primeiro Semestre;N;Ampla Concorrência SISU;208;
Matão;Ed. Superior - Cursos Semestrais - 2022 - Primeiro Semestre;O;Cursos de Extensão - Ampla Concorrência;1;
Matão;Ed. Superior - Cursos Semestrais - 2022 - Primeiro Semestre;N;Edital de Seleção - Aluno especial / Não regular;1;
Matão;Ed. Superior - Cursos Semestrais - 2022 - Primeiro Semestre;S;Escola Pública;8;
Matão;Ed. Superior - Cursos Semestrais - 2022 - Primeiro Semestre;S;Escola Pública + PPI;4;
Matão;Ed. Superior - Cursos Semestrais - 2022 - Primeiro Semestre;S;Escola Pública + Renda;6;
Matão;Ed. Superior - Cursos Semestrais - 2022 - Primeiro Semestre;S;Escola Pública + Renda + PPI;3;
Matão;Ed. Superior - Cursos Semestrais - 2022 - Primeiro Semestre;N;Ingresso de portador de diploma de graduação;25;
Matão;Ed. Superior - Cursos Semestrais - 2022 - Primeiro Semestre;N;Ingresso pós-graduação: ampla concorrência;19;
Matão;Ed. Superior - Cursos Semestrais - 2022 - Primeiro Semestre;S;Ingresso pós-graduação: preto, pardo ou indígena;6;
Matão;Ed. Superior - Cursos Semestrais - 2022 - Primeiro Semestre;N;Processo Seletivo Simplificado;7;
Matão;Ed. Superior - Cursos Semestrais - 2022 - Primeiro Semestre;N;Processo Seletivo Simplificado - Ampla Concorrência;157;
Matão;Ed. Superior - Cursos Semestrais - 2022 - Primeiro Semestre;O;Reingresso;13;
Matão;Ed. Superior - Cursos Semestrais - 2022 - Primeiro Semestre;O;Reopção;1;
Matão;Ed. Superior - Cursos Semestrais - 2022 - Primeiro Semestre;N;Seleção Geral Graduação (SiSU);59;
Matão;Ed. Superior - Cursos Semestrais - 2022 - Primeiro Semestre;S;SiSU L1 (SGC L1) - Candidatos com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012);52;
Matão;Ed. Superior - Cursos Semestrais - 2022 - Primeiro Semestre;S;SiSU L2 (SGC L2) - Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capitaigualou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012);28;
Matão;Ed. Superior - Cursos Semestrais - 2022 - Primeiro Semestre;S;SiSU L5 (SGC L3) - Candidatos que, independente de renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).;65;
Matão;Ed. Superior - Cursos Semestrais - 2022 - Primeiro Semestre;S;SiSU L6 (SGC L4) - Candidatos autodeclarados pretos, pardos ou indígenas que, independente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº12.711/2012);38;
Matão;Ed. Superior - Cursos Semestrais - 2022 - Primeiro Semestre;S;SiSU L9 (SGC L5) - Candidatos com deficiência que tenham renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012);2;
Matão;Ed. Superior - Cursos Semestrais - 2022 - Primeiro Semestre;O;Transferência de Curso (Interno - mesmo campus);25;
Matão;Ed. Superior - Cursos Semestrais - 2022 - Primeiro Semestre;O;Transferência Externa;2;
Matão;Ed. Superior - Cursos Semestrais - 2022 - Primeiro Semestre;O;Transferência Facultativa;4;
Matão;Ed. Superior - Cursos Semestrais - 2022 - Primeiro Semestre;O;Transferência Intercampi;7;
Matão;Ed. Superior - Cursos Semestrais - 2023 - Primeiro Semestre;N;Ampla Concorrência (Geral);25;
Matão;Ed. Superior - Cursos Semestrais - 2023 - Primeiro Semestre;N;Ampla Concorrência (Vestibular);2;
Matão;Ed. Superior - Cursos Semestrais - 2023 - Primeiro Semestre;N;Ampla Concorrência SISU;172;
Matão;Ed. Superior - Cursos Semestrais - 2023 - Primeiro Semestre;O;Edital de Seleção - Aluno especial / Não regular;2;
Matão;Ed. Superior - Cursos Semestrais - 2023 - Primeiro Semestre;S;Escola Pública;2;
Matão;Ed. Superior - Cursos Semestrais - 2023 - Primeiro Semestre;S;Escola Pública + PPI;3;
Matão;Ed. Superior - Cursos Semestrais - 2023 - Primeiro Semestre;S;Escola Pública + Renda;5;
Matão;Ed. Superior - Cursos Semestrais - 2023 - Primeiro Semestre;S;Escola Pública + Renda + PPI;2;
Matão;Ed. Superior - Cursos Semestrais - 2023 - Primeiro Semestre;O;Ingresso de portador de diploma de graduação;16;
Matão;Ed. Superior - Cursos Semestrais - 2023 - Primeiro Semestre;N;Ingresso pós-graduação: ampla concorrência;38;
Matão;Ed. Superior - Cursos Semestrais - 2023 - Primeiro Semestre;S;Ingresso pós-graduação: pessoa com deficiência;1;
Matão;Ed. Superior - Cursos Semestrais - 2023 - Primeiro Semestre;S;Ingresso pós-graduação: preto, pardo ou indígena;4;
Matão;Ed. Superior - Cursos Semestrais - 2023 - Primeiro Semestre;N;Processo Seletivo Simplificado;3;
Matão;Ed. Superior - Cursos Semestrais - 2023 - Primeiro Semestre;N;Processo Seletivo Simplificado - Ampla Concorrência;159;
Matão;Ed. Superior - Cursos Semestrais - 2023 - Primeiro Semestre;O;Reingresso;11;
Matão;Ed. Superior - Cursos Semestrais - 2023 - Primeiro Semestre;N;Seleção Geral Graduação (SiSU);34;
Matão;Ed. Superior - Cursos Semestrais - 2023 - Primeiro Semestre;S;SiSU L1 (SGC L1) - Candidatos com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012);37;
Matão;Ed. Superior - Cursos Semestrais - 2023 - Primeiro Semestre;S;SiSU L2 (SGC L2) - Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capitaigualou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012);18;
Matão;Ed. Superior - Cursos Semestrais - 2023 - Primeiro Semestre;S;SiSU L5 (SGC L3) - Candidatos que, independente de renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).;51;
Matão;Ed. Superior - Cursos Semestrais - 2023 - Primeiro Semestre;S;SiSU L6 (SGC L4) - Candidatos autodeclarados pretos, pardos ou indígenas que, independente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº12.711/2012);31;
Matão;Ed. Superior - Cursos Semestrais - 2023 - Primeiro Semestre;S;SiSU L9 (SGC L5) - Candidatos com deficiência que tenham renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012);1;
Matão;Ed. Superior - Cursos Semestrais - 2023 - Primeiro Semestre;O;Transferência de Curso (Interno - mesmo campus);19;
Matão;Ed. Superior - Cursos Semestrais - 2023 - Primeiro Semestre;O;Transferência Externa;1;
Matão;Ed. Superior - Cursos Semestrais - 2023 - Primeiro Semestre;O;Transferência Facultativa;6;
Matão;Ed. Superior - Cursos Semestrais - 2023 - Primeiro Semestre;O;Transferência Intercampi;5;
Matão;Cursos Anuais - 2023;N;Ampla Concorrência (Geral);190;
Matão;Cursos Anuais - 2023;N;Ampla Concorrência (Vestibular);7;
Matão;Cursos Anuais - 2023;S;Escola Pública;49;
Matão;Cursos Anuais - 2023;S;Escola Pública + PCD;1;
Matão;Cursos Anuais - 2023;S;Escola Pública + PPI;34;
Matão;Cursos Anuais - 2023;S;Escola Pública + Renda;42;
Matão;Cursos Anuais - 2023;S;Escola Pública + Renda + PCD;1;
Matão;Cursos Anuais - 2023;S;Escola Pública + Renda + PPI;26;
Matão;Cursos Anuais - 2023;S;Escola Pública + Renda + PPI + PCD;3;
Matão;Cursos Anuais - 2023;N;Processo Seletivo Simplificado - Ampla Concorrência;81;
Matão;Cursos Anuais - 2023;S;Processo Seletivo Simplificado - Escola Pública (L3);2;
Matão;Cursos Anuais - 2023;S;Processo Seletivo Simplificado - Escola Pública/Renda (L1);2;
Matão;Cursos Anuais - 2023;S;Processo Seletivo Simplificado - Escola Pública/Renda/Etnia (L2);1;
Matão;Ed. Superior - Cursos Semestrais - 2022 - Segundo Semestre;N;Ampla Concorrência (Geral);34;
Matão;Ed. Superior - Cursos Semestrais - 2022 - Segundo Semestre;N;Ampla Concorrência (Vestibular);2;
Matão;Ed. Superior - Cursos Semestrais - 2022 - Segundo Semestre;N;Ampla Concorrência SISU;157;
Matão;Ed. Superior - Cursos Semestrais - 2022 - Segundo Semestre;O;Cursos de Extensão - Ampla Concorrência;2;
Matão;Ed. Superior - Cursos Semestrais - 2022 - Segundo Semestre;O;Edital de Seleção - Aluno especial / Não regular;2;
Matão;Ed. Superior - Cursos Semestrais - 2022 - Segundo Semestre;S;Escola Pública;5;
Matão;Ed. Superior - Cursos Semestrais - 2022 - Segundo Semestre;S;Escola Pública + PPI;3;
Matão;Ed. Superior - Cursos Semestrais - 2022 - Segundo Semestre;S;Escola Pública + Renda;5;
Matão;Ed. Superior - Cursos Semestrais - 2022 - Segundo Semestre;S;Escola Pública + Renda + PPI;3;
Matão;Ed. Superior - Cursos Semestrais - 2022 - Segundo Semestre;O;Ingresso de portador de diploma de graduação;20;
Matão;Ed. Superior - Cursos Semestrais - 2022 - Segundo Semestre;N;Ingresso pós-graduação: ampla concorrência;16;
